date,price,cash,eth_holdings,eth_value,total_value,eth_allocation
2018-01-01,756.2,3254.4562000000005,4.306003702724146,1512.4,6512.4,0.2322338922670598
2018-01-02,861.97,3254.4562000000005,4.306003702724146,3711.6460116371322,6966.102211637133,0.5328153246785109
2018-01-03,941.1,3254.4562000000005,4.306003702724146,4052.380084633694,7306.836284633695,0.5546011880895518
2018-01-04,944.83,3254.4562000000005,4.306003702724146,4068.441478444855,7322.897678444855,0.5555780863114367
2018-01-05,967.13,3254.4562000000005,4.306003702724146,4164.465361015603,7418.921561015603,0.5613302859136192
2018-01-06,1006.41,3254.4562000000005,4.306003702724146,4333.605186458608,7588.0613864586085,0.5711083458275931
2018-01-07,1117.75,3254.4562000000005,4.306003702724146,4813.0356387199145,8067.491838719915,0.5965962823314871
2018-01-08,1136.11,4072.4562145176137,3.585282264350252,4892.093866701929,8146.55006670193,0.6005111153367596
2018-01-09,1289.24,4072.4562145176137,3.585282264350252,4622.289306490919,8694.745521008534,0.5316186995148265
2018-01-10,1248.99,4072.4562145176137,3.585282264350252,4477.981695350822,8550.437909868435,0.5237137258411744
2018-01-11,1139.32,3664.8033474444005,3.9427284791553654,4084.783789419529,8157.240003937142,0.5007556216867449
